,LED,Timestamp (unix),ADC
1360,590,1660195825565,9926
1361,415,1660195825565,860
1362,445,1660195825565,754
1363,480,1660195825565,826
1364,515,1660195825565,7747
1365,555,1660195825565,28010
1366,630,1660195825565,1916
1367,680,1660195825565,1250
1370,415,1660195824947,864
1371,445,1660195824947,756
1372,480,1660195824947,829
1373,515,1660195824947,7769
1374,555,1660195824947,28002
1375,590,1660195824947,9912
1376,630,1660195824947,1915
1377,680,1660195824947,1249
1380,415,1660195824332,864
1381,445,1660195824332,756
1382,480,1660195824332,828
1383,515,1660195824332,7773
1384,555,1660195824332,28005
1385,590,1660195824332,9924
1386,630,1660195824332,1918
1387,680,1660195824332,1249
1390,415,1660195823710,863
1391,445,1660195823710,754
1392,480,1660195823710,826
1393,515,1660195823710,7751
1394,555,1660195823710,28016
1395,590,1660195823710,9922
1396,630,1660195823710,1918
1397,680,1660195823710,1250
1400,415,1660195823092,861
1401,445,1660195823092,753
1402,480,1660195823092,827
1403,515,1660195823092,7747
1404,555,1660195823092,28015
1405,590,1660195823092,9931
1406,630,1660195823092,1917
1407,680,1660195823092,1250
1410,415,1660195822476,861
1411,445,1660195822476,754
1412,480,1660195822476,826
1413,515,1660195822476,7751
1414,555,1660195822476,28024
1415,590,1660195822476,9942
1416,630,1660195822476,1921
1417,680,1660195822476,1252
1420,415,1660195822058,862
1421,445,1660195822058,753
1422,480,1660195822058,827
1423,515,1660195822058,7747
1424,555,1660195822058,28102
1425,590,1660195822058,9952
1426,630,1660195822058,1923
1427,680,1660195822058,1252
1430,415,1660195822057,862
1431,445,1660195822057,753
1432,480,1660195822057,827
1433,515,1660195822057,7742
1434,555,1660195822057,28045
1435,590,1660195822057,9914
1436,630,1660195822057,1916
1437,680,1660195822057,1249
1440,415,1660195822054,864
1441,445,1660195822054,756
1442,480,1660195822054,827
1443,515,1660195822054,7776
1444,555,1660195822054,28076
1445,590,1660195822054,9926
1446,630,1660195822054,1917
1447,680,1660195822054,1250
1450,415,1660195820011,861
1451,445,1660195820011,754
1452,480,1660195820011,827
1453,515,1660195820011,7747
1454,555,1660195820011,28005
1455,590,1660195820011,9913
1456,630,1660195820011,1917
1457,680,1660195820011,1249
1460,415,1660195819392,864
1461,445,1660195819392,757
1462,480,1660195819392,830
1463,515,1660195819392,7770
1464,555,1660195819392,28079
1465,590,1660195819392,9951
1466,630,1660195819392,1924
1467,680,1660195819392,1255
1470,415,1660195818774,860
1471,445,1660195818774,754
1472,480,1660195818774,827
1473,515,1660195818774,7748
1474,555,1660195818774,28046
1475,590,1660195818774,9951
1476,630,1660195818774,1923
1477,680,1660195818774,1252
1480,415,1660195818158,861
1481,445,1660195818158,754
1482,480,1660195818158,826
1483,515,1660195818158,7746
1484,555,1660195818158,28109
1485,590,1660195818158,9955
1486,630,1660195818158,1923
1487,680,1660195818158,1252
1490,415,1660195817540,860
1491,445,1660195817540,754
1492,480,1660195817540,827
1493,515,1660195817540,7747
1494,555,1660195817540,28099
1495,590,1660195817540,9951
1496,630,1660195817540,1921
1497,680,1660195817540,1254
1500,415,1660195816922,863
1501,445,1660195816922,756
1502,480,1660195816922,827
1503,515,1660195816922,7754
1504,555,1660195816922,28019
1505,590,1660195816922,9929
1506,630,1660195816922,1917
1507,680,1660195816922,1249
1510,415,1660195816305,864
1511,445,1660195816305,757
1512,480,1660195816305,829
1513,515,1660195816305,7769
1514,555,1660195816305,28079
1515,590,1660195816305,9924
1516,630,1660195816305,1918
1517,680,1660195816305,1250
1520,415,1660195815689,862
1521,445,1660195815689,754
1522,480,1660195815689,827
1523,515,1660195815689,7744
1524,555,1660195815689,28015
1525,590,1660195815689,9922
1526,630,1660195815689,1917
1527,680,1660195815689,1248
1530,415,1660195815072,862
1531,445,1660195815072,754
1532,480,1660195815072,826
1533,515,1660195815072,7744
1534,555,1660195815072,28016
1535,590,1660195815072,9926
1536,630,1660195815072,1916
1537,680,1660195815072,1252
1540,415,1660195814456,861
1541,445,1660195814456,754
1542,480,1660195814456,826
1543,515,1660195814456,7745
1544,555,1660195814456,28013
1545,590,1660195814456,9926
1546,630,1660195814456,1918
1547,680,1660195814456,1250
1550,415,1660195813839,863
1551,445,1660195813839,754
1552,480,1660195813839,827
1553,515,1660195813839,7744
1554,555,1660195813839,28079
1555,590,1660195813839,9926
1556,630,1660195813839,1918
1557,680,1660195813839,1251
1560,415,1660195813219,865
1561,445,1660195813219,757
1562,480,1660195813219,828
1563,515,1660195813219,7770
1564,555,1660195813219,28053
1565,590,1660195813219,9924
1566,630,1660195813219,1919
1567,680,1660195813219,1250
1570,415,1660195813058,862
1571,445,1660195813058,753
1572,480,1660195813058,827
1573,515,1660195813058,7747
1574,555,1660195813058,28013
1575,590,1660195813058,9918
1576,630,1660195813058,1917
1577,680,1660195813058,1249
1580,415,1660195813054,284
1581,445,1660195813054,170
1582,480,1660195813054,332
1583,515,1660195813054,225
1584,555,1660195813054,28074
1585,590,1660195813054,9952
1586,630,1660195813054,1924
1587,680,1660195813054,1252
1590,415,1660195811369,284
1591,445,1660195811369,170
1592,480,1660195811369,332
1593,515,1660195811369,225
1594,555,1660195811369,1452
1595,590,1660195811369,13939
1596,630,1660195811369,5476
1597,680,1660195811369,350
1600,415,1660195810753,284
1601,445,1660195810753,171
1602,480,1660195810753,333
1603,515,1660195810753,224
1604,555,1660195810753,1452
1605,590,1660195810753,13935
1606,630,1660195810753,5472
1607,680,1660195810753,349
1610,415,1660195810135,285
1611,445,1660195810135,170
1612,480,1660195810135,333
1613,515,1660195810135,225
1614,555,1660195810135,1453
1615,590,1660195810135,13936
1616,630,1660195810135,5475
1617,680,1660195810135,350
1620,415,1660195809517,284
1621,445,1660195809517,171
1622,480,1660195809517,333
1623,515,1660195809517,226
1624,555,1660195809517,1458
1625,590,1660195809517,13980
1626,630,1660195809517,5492
1627,680,1660195809517,351
1630,415,1660195808899,285
1631,445,1660195808899,171
1632,480,1660195808899,334
1633,515,1660195808899,225
1634,555,1660195808899,1452
1635,590,1660195808899,13938
1636,630,1660195808899,5471
1637,680,1660195808899,349
1640,415,1660195808282,285
1641,445,1660195808282,170
1642,480,1660195808282,333
1643,515,1660195808282,226
1644,555,1660195808282,1453
1645,590,1660195808282,13937
1646,630,1660195808282,5475
1647,680,1660195808282,350
1650,415,1660195807662,283
1651,445,1660195807662,170
1652,480,1660195807662,332
1653,515,1660195807662,225
1654,555,1660195807662,1451
1655,590,1660195807662,13938
1656,630,1660195807662,5475
1657,680,1660195807662,350
1660,415,1660195807459,284
1661,445,1660195807459,171
1662,480,1660195807459,332
1663,515,1660195807459,225
1664,555,1660195807459,1458
1665,590,1660195807459,13967
1666,630,1660195807459,5491
1667,680,1660195807459,349
1670,415,1660195807456,284
1671,445,1660195807456,171
1672,480,1660195807456,333
1673,515,1660195807456,224
1674,555,1660195807456,1452
1675,590,1660195807456,13933
1676,630,1660195807456,5475
1677,680,1660195807456,349
1680,415,1660195806058,286
1681,445,1660195806058,171
1682,480,1660195806058,333
1683,515,1660195806058,226
1684,555,1660195806058,1453
1685,590,1660195806058,13937
1686,630,1660195806058,5474
1687,680,1660195806058,350
1690,415,1660195806057,285
1691,445,1660195806057,171
1692,480,1660195806057,332
1693,515,1660195806057,226
1694,555,1660195806057,1453
1695,590,1660195806057,13937
1696,630,1660195806057,5476
1697,680,1660195806057,349
1700,415,1660195805948,285
1701,445,1660195805948,171
1702,480,1660195805948,332
1703,515,1660195805948,226
1704,555,1660195805948,1457
1705,590,1660195805948,13985
1706,630,1660195805948,5493
1707,680,1660195805948,351
1710,415,1660195803961,285
1711,445,1660195803961,171
1712,480,1660195803961,333
1713,515,1660195803961,226
1714,555,1660195803961,1457
1715,590,1660195803961,13986
1716,630,1660195803961,5491
1717,680,1660195803961,351
1720,555,1660195803345,1453
1721,415,1660195803345,285
1722,445,1660195803345,170
1723,480,1660195803345,332
1724,515,1660195803345,224
1725,590,1660195803345,13938
1726,630,1660195803345,5477
1727,680,1660195803345,349
1730,415,1660195802730,284
1731,445,1660195802730,170
1732,480,1660195802730,333
1733,515,1660195802730,224
1734,555,1660195802730,1458
1735,590,1660195802730,13986
1736,630,1660195802730,5494
1737,680,1660195802730,351
1740,415,1660195802111,285
1741,445,1660195802111,171
1742,480,1660195802111,333
1743,515,1660195802111,225
1744,555,1660195802111,1456
1745,590,1660195802111,13985
1746,630,1660195802111,5494
1747,680,1660195802111,350
1750,415,1660195801490,285
1751,445,1660195801490,171
1752,480,1660195801490,333
1753,515,1660195801490,225
1754,555,1660195801490,1452
1755,590,1660195801490,13937
1756,630,1660195801490,5474
1757,680,1660195801490,349
1760,415,1660195800872,285
1761,445,1660195800872,170
1762,480,1660195800872,332
1763,515,1660195800872,225
1764,555,1660195800872,1458
1765,590,1660195800872,13985
1766,630,1660195800872,5492
1767,680,1660195800872,351
1770,415,1660195800256,284
1771,445,1660195800256,170
1772,480,1660195800256,332
1773,515,1660195800256,225
1774,555,1660195800256,1452
1775,590,1660195800256,13933
1776,630,1660195800256,5475
1777,680,1660195800256,350
1780,415,1660195800017,284
1781,445,1660195800017,171
1782,480,1660195800017,333
1783,515,1660195800017,225
1784,555,1660195800017,1455
1785,590,1660195800017,13956
1786,630,1660195800017,5484
1787,680,1660195800017,350
1790,415,1660195799986,285
1791,445,1660195799986,170
1792,480,1660195799986,332
1793,515,1660195799986,225
1794,555,1660195799986,1455
1795,590,1660195799986,13954
1796,630,1660195799986,5488
1797,680,1660195799986,350
1800,415,1660195798406,285
1801,445,1660195798406,170
1802,480,1660195798406,334
1803,515,1660195798406,226
1804,555,1660195798406,1457
1805,590,1660195798406,13982
1806,630,1660195798406,5493
1807,680,1660195798406,350
1810,415,1660195797790,284
1811,445,1660195797790,171
1812,480,1660195797790,334
1813,515,1660195797790,225
1814,555,1660195797790,1452
1815,590,1660195797790,13936
1816,630,1660195797790,5477
1817,680,1660195797790,349
1820,415,1660195797174,285
1821,445,1660195797174,171
1822,480,1660195797174,334
1823,515,1660195797174,225
1824,555,1660195797174,1452
1825,590,1660195797174,13938
1826,630,1660195797174,5476
1827,680,1660195797174,350
1830,415,1660195796557,286
1831,445,1660195796557,170
1832,480,1660195796557,334
1833,515,1660195796557,225
1834,555,1660195796557,1454
1835,590,1660195796557,13940
1836,630,1660195796557,5477
1837,680,1660195796557,350
1840,415,1660195796024,285
1841,445,1660195796024,170
1842,480,1660195796024,332
1843,515,1660195796024,225
1844,555,1660195796024,1458
1845,590,1660195796024,13986
1846,630,1660195796024,5492
1847,680,1660195796024,350
1850,415,1660195795937,284
1851,445,1660195795937,170
1852,480,1660195795937,333
1853,515,1660195795937,224
1854,555,1660195795937,1456
1855,590,1660195795937,13988
1856,630,1660195795937,5495
1857,680,1660195795937,350
1860,415,1660195794091,285
1861,445,1660195794091,171
1862,480,1660195794091,333
1863,515,1660195794091,225
1864,555,1660195794091,1453
1865,590,1660195794091,13941
1866,630,1660195794091,5477
1867,680,1660195794091,349
1870,415,1660195793478,285
1871,445,1660195793478,171
1872,480,1660195793478,334
1873,515,1660195793478,225
1874,555,1660195793478,1455
1875,590,1660195793478,13955
1876,630,1660195793478,5486
1877,680,1660195793478,349
1880,415,1660195792858,284
1881,445,1660195792858,170
1882,480,1660195792858,332
1883,515,1660195792858,224
1884,555,1660195792858,1456
1885,590,1660195792858,13961
1886,630,1660195792858,5489
1887,680,1660195792858,350
1890,415,1660195792242,285
1891,445,1660195792242,171
1892,480,1660195792242,333
1893,515,1660195792242,225
1894,555,1660195792242,1457
1895,590,1660195792242,13984
1896,630,1660195792242,5496
1897,680,1660195792242,351
1900,415,1660195791626,285
1901,445,1660195791626,171
1902,480,1660195791626,333
1903,515,1660195791626,226
1904,555,1660195791626,1452
1905,590,1660195791626,13939
1906,630,1660195791626,5472
1907,680,1660195791626,350
1910,415,1660195791009,286
1911,445,1660195791009,171
1912,480,1660195791009,334
1913,515,1660195791009,225
1914,555,1660195791009,1452
1915,590,1660195791009,13940
1916,630,1660195791009,5476
1917,680,1660195791009,349
1920,415,1660195790389,285
1921,445,1660195790389,171
1922,480,1660195790389,333
1923,515,1660195790389,225
1924,555,1660195790389,1453
1925,590,1660195790389,13955
1926,630,1660195790389,5474
1927,680,1660195790389,351
1930,415,1660195790290,285
1931,445,1660195790290,171
1932,480,1660195790290,333
1933,515,1660195790290,225
1934,555,1660195790290,1457
1935,590,1660195790290,13988
1936,630,1660195790290,5493
1937,680,1660195790290,350
1940,415,1660195790192,284
1941,445,1660195790192,171
1942,480,1660195790192,334
1943,515,1660195790192,225
1944,555,1660195790192,1453
1945,590,1660195790192,13941
1946,630,1660195790192,5475
1947,680,1660195790192,349
1950,415,1660195788540,284
1951,445,1660195788540,170
1952,480,1660195788540,332
1953,515,1660195788540,224
1954,555,1660195788540,1452
1955,590,1660195788540,13939
1956,630,1660195788540,5474
1957,680,1660195788540,349
1960,415,1660195787924,285
1961,445,1660195787924,171
1962,480,1660195787924,334
1963,515,1660195787924,226
1964,555,1660195787924,1457
1965,590,1660195787924,13978
1966,630,1660195787924,5489
1967,680,1660195787924,351
1970,415,1660195787308,284
1971,445,1660195787308,171
1972,480,1660195787308,332
1973,515,1660195787308,224
1974,555,1660195787308,1456
1975,590,1660195787308,13984
1976,630,1660195787308,5492
1977,680,1660195787308,350
1980,415,1660195786691,285
1981,445,1660195786691,171
1982,480,1660195786691,333
1983,515,1660195786691,225
1984,555,1660195786691,1453
1985,590,1660195786691,13943
1986,630,1660195786691,5478
1987,680,1660195786691,350
1990,415,1660195786071,285
1991,445,1660195786071,171
1992,480,1660195786071,334
1993,515,1660195786071,225
1994,555,1660195786071,1453
1995,590,1660195786071,13942
1996,630,1660195786071,5478
1997,680,1660195786071,349
2000,415,1660195785886,284
2001,445,1660195785886,170
2002,480,1660195785886,333
2003,515,1660195785886,225
2004,555,1660195785886,1453
2005,590,1660195785886,13945
2006,630,1660195785886,5478
2007,680,1660195785886,349
2010,415,1660195785853,285
2011,445,1660195785853,170
2012,480,1660195785853,332
2013,515,1660195785853,225
2014,555,1660195785853,1458
2015,590,1660195785853,13990
2016,630,1660195785853,5493
2017,680,1660195785853,351
2020,415,1660195784746,284
2021,445,1660195784746,171
2022,480,1660195784746,333
2023,515,1660195784746,224
2024,555,1660195784746,1453
2025,590,1660195784746,13949
2026,630,1660195784746,5477
2027,680,1660195784746,349
2030,415,1660195782990,285
2031,445,1660195782990,171
2032,480,1660195782990,334
2033,515,1660195782990,226
2034,555,1660195782990,1454
2035,590,1660195782990,13956
2036,630,1660195782990,5476
2037,680,1660195782990,349
2040,415,1660195782373,285
2041,445,1660195782373,170
2042,480,1660195782373,333
2043,515,1660195782373,225
2044,555,1660195782373,1459
2045,590,1660195782373,14000
2046,630,1660195782373,5498
2047,680,1660195782373,351
2050,415,1660195781756,57
2051,445,1660195781756,14
2052,480,1660195781756,76
2053,515,1660195781756,202
2054,555,1660195781756,502
2055,590,1660195781756,3187
2056,630,1660195781756,1292
2057,680,1660195781756,150
2060,415,1660195781140,57
2061,445,1660195781140,13
2062,480,1660195781140,76
2063,515,1660195781140,202
2064,555,1660195781140,239
2065,590,1660195781140,210
2066,630,1660195781140,139
2067,680,1660195781140,96
2070,415,1660195780522,56
2071,445,1660195780522,13
2072,480,1660195780522,76
2073,515,1660195780522,202
2074,555,1660195780522,240
2075,590,1660195780522,211
2076,630,1660195780522,140
2077,680,1660195780522,96
2080,415,1660195779905,56
2081,445,1660195779905,13
2082,480,1660195779905,75
2083,515,1660195779905,202
2084,555,1660195779905,240
2085,590,1660195779905,211
2086,630,1660195779905,139
2087,680,1660195779905,96
2090,415,1660195779288,56
2091,445,1660195779288,13
2092,480,1660195779288,77
2093,515,1660195779288,202
2094,555,1660195779288,240
2095,590,1660195779288,210
2096,630,1660195779288,138
2097,680,1660195779288,97
2100,415,1660195778669,56
2101,445,1660195778669,14
2102,480,1660195778669,77
2103,515,1660195778669,202
2104,555,1660195778669,241
2105,590,1660195778669,211
2106,630,1660195778669,140
2107,680,1660195778669,97
2110,415,1660195778053,57
2111,445,1660195778053,14
2112,480,1660195778053,76
2113,515,1660195778053,202
2114,555,1660195778053,240
2115,590,1660195778053,210
2116,630,1660195778053,139
2117,680,1660195778053,96
2120,415,1660195777437,55
2121,445,1660195777437,14
2122,480,1660195777437,76
2123,515,1660195777437,202
2124,555,1660195777437,239
2125,590,1660195777437,210
2126,630,1660195777437,139
2127,680,1660195777437,96
2130,415,1660195776822,56
2131,445,1660195776822,14
2132,480,1660195776822,77
2133,515,1660195776822,201
2134,555,1660195776822,240
2135,590,1660195776822,210
2136,630,1660195776822,139
2137,680,1660195776822,96
2140,415,1660195776203,56
2141,445,1660195776203,14
2142,480,1660195776203,76
2143,515,1660195776203,203
2144,555,1660195776203,240
2145,590,1660195776203,211
2146,630,1660195776203,138
2147,680,1660195776203,96
2150,415,1660195776056,56
2151,445,1660195776056,14
2152,480,1660195776056,76
2153,515,1660195776056,202
2154,555,1660195776056,242
2155,590,1660195776056,211
2156,630,1660195776056,140
2157,680,1660195776056,97
2160,415,1660195775967,57
2161,445,1660195775967,14
2162,480,1660195775967,77
2163,515,1660195775967,202
2164,555,1660195775967,240
2165,590,1660195775967,210
2166,630,1660195775967,139
2167,680,1660195775967,96
2170,415,1660195774354,56
2171,445,1660195774354,14
2172,480,1660195774354,76
2173,515,1660195774354,203
2174,555,1660195774354,240
2175,590,1660195774354,211
2176,630,1660195774354,139
2177,680,1660195774354,96
2180,415,1660195773734,56
2181,445,1660195773734,14
2182,480,1660195773734,77
2183,515,1660195773734,203
2184,555,1660195773734,240
2185,590,1660195773734,210
2186,630,1660195773734,138
2187,680,1660195773734,96
2190,415,1660195773116,56
2191,445,1660195773116,14
2192,480,1660195773116,76
2193,515,1660195773116,202
2194,555,1660195773116,240
2195,590,1660195773116,211
2196,630,1660195773116,139
2197,680,1660195773116,97
2200,415,1660195772501,56
2201,445,1660195772501,14
2202,480,1660195772501,76
2203,515,1660195772501,202
2204,555,1660195772501,240
2205,590,1660195772501,210
2206,630,1660195772501,138
2207,680,1660195772501,97
2210,415,1660195771885,57
2211,445,1660195771885,13
2212,480,1660195771885,77
2213,515,1660195771885,204
2214,555,1660195771885,240
2215,590,1660195771885,211
2216,630,1660195771885,138
2217,680,1660195771885,96
2220,415,1660195771270,56
2221,445,1660195771270,13
2222,480,1660195771270,77
2223,515,1660195771270,202
2224,555,1660195771270,241
2225,590,1660195771270,211
2226,630,1660195771270,139
2227,680,1660195771270,97
2230,415,1660195770654,56
2231,445,1660195770654,14
2232,480,1660195770654,77
2233,515,1660195770654,202
2234,555,1660195770654,240
2235,590,1660195770654,210
2236,630,1660195770654,139
2237,680,1660195770654,96
2240,415,1660195770037,56
2241,445,1660195770037,13
2242,480,1660195770037,77
2243,515,1660195770037,201
2244,555,1660195770037,240
2245,590,1660195770037,210
2246,630,1660195770037,138
2247,680,1660195770037,97
2250,415,1660195770014,56
2251,445,1660195770014,13
2252,480,1660195770014,77
2253,515,1660195770014,202
2254,555,1660195770014,240
2255,590,1660195770014,211
2256,630,1660195770014,139
2257,680,1660195770014,95
2260,415,1660195769922,57
2261,445,1660195769922,13
2262,480,1660195769922,77
2263,515,1660195769922,203
2264,555,1660195769922,240
2265,590,1660195769922,210
2266,630,1660195769922,139
2267,680,1660195769922,95
2270,415,1660195768190,56
2271,445,1660195768190,14
2272,480,1660195768190,77
2273,515,1660195768190,202
2274,555,1660195768190,241
2275,590,1660195768190,210
2276,630,1660195768190,140
2277,680,1660195768190,96
2280,415,1660195767575,57
2281,445,1660195767575,14
2282,480,1660195767575,77
2283,515,1660195767575,202
2284,555,1660195767575,239
2285,590,1660195767575,211
2286,630,1660195767575,139
2287,680,1660195767575,96
2290,415,1660195766958,56
2291,445,1660195766958,14
2292,480,1660195766958,77
2293,515,1660195766958,203
2294,555,1660195766958,240
2295,590,1660195766958,211
2296,630,1660195766958,139
2297,680,1660195766958,96
2300,415,1660195766340,56
2301,445,1660195766340,14
2302,480,1660195766340,77
2303,515,1660195766340,203
2304,555,1660195766340,240
2305,590,1660195766340,211
2306,630,1660195766340,139
2307,680,1660195766340,96
2310,415,1660195765725,55
2311,445,1660195765725,14
2312,480,1660195765725,77
2313,515,1660195765725,202
2314,555,1660195765725,241
2315,590,1660195765725,210
2316,630,1660195765725,139
2317,680,1660195765725,96
2320,415,1660195765108,55
2321,445,1660195765108,14
2322,480,1660195765108,77
2323,515,1660195765108,203
2324,555,1660195765108,241
2325,590,1660195765108,211
2326,630,1660195765108,139
2327,680,1660195765108,96
2330,415,1660195764894,55
2331,445,1660195764894,14
2332,480,1660195764894,76
2333,515,1660195764894,202
2334,555,1660195764894,240
2335,590,1660195764894,211
2336,630,1660195764894,140
2337,680,1660195764894,96
2340,415,1660195764853,56
2341,445,1660195764853,14
2342,480,1660195764853,77
2343,515,1660195764853,202
2344,555,1660195764853,240
2345,590,1660195764853,210
2346,630,1660195764853,139
2347,680,1660195764853,96
2350,415,1660195763261,56
2351,445,1660195763261,13
2352,480,1660195763261,77
2353,515,1660195763261,203
2354,555,1660195763261,240
2355,590,1660195763261,210
2356,630,1660195763261,139
2357,680,1660195763261,95
2360,415,1660195762644,56
2361,445,1660195762644,13
2362,480,1660195762644,77
2363,515,1660195762644,203
2364,555,1660195762644,241
2365,590,1660195762644,211
2366,630,1660195762644,139
2367,680,1660195762644,96
2370,415,1660195762026,55
2371,445,1660195762026,14
2372,480,1660195762026,76
2373,515,1660195762026,203
2374,555,1660195762026,240
2375,590,1660195762026,211
2376,630,1660195762026,138
2377,680,1660195762026,96
2380,415,1660195761412,56
2381,445,1660195761412,14
2382,480,1660195761412,77
2383,515,1660195761412,204
2384,555,1660195761412,242
2385,590,1660195761412,211
2386,630,1660195761412,140
2387,680,1660195761412,96
2390,415,1660195760797,55
2391,445,1660195760797,14
2392,480,1660195760797,77
2393,515,1660195760797,203
2394,555,1660195760797,241
2395,590,1660195760797,211
2396,630,1660195760797,139
2397,680,1660195760797,96
2400,415,1660195760177,56
2401,445,1660195760177,13
2402,480,1660195760177,77
2403,515,1660195760177,203
2404,555,1660195760177,241
2405,590,1660195760177,211
2406,630,1660195760177,139
2407,680,1660195760177,97
2410,415,1660195759559,55
2411,445,1660195759559,14
2412,480,1660195759559,77
2413,515,1660195759559,203
2414,555,1660195759559,241
2415,590,1660195759559,211
2416,630,1660195759559,139
2417,680,1660195759559,97
2420,415,1660195758942,56
2421,445,1660195758942,14
2422,480,1660195758942,77
2423,515,1660195758942,204
2424,555,1660195758942,240
2425,590,1660195758942,210
2426,630,1660195758942,139
2427,680,1660195758942,96
2430,415,1660195758324,56
2431,445,1660195758324,14
2432,480,1660195758324,77
2433,515,1660195758324,204
2434,555,1660195758324,242
2435,590,1660195758324,212
2436,630,1660195758324,140
2437,680,1660195758324,96
2440,415,1660195757708,56
2441,445,1660195757708,14
2442,480,1660195757708,77
2443,515,1660195757708,205
2444,555,1660195757708,241
2445,590,1660195757708,212
2446,630,1660195757708,140
2447,680,1660195757708,97
2450,415,1660195757092,55
2451,445,1660195757092,14
2452,480,1660195757092,76
2453,515,1660195757092,204
2454,555,1660195757092,241
2455,590,1660195757092,212
2456,630,1660195757092,139
2457,680,1660195757092,96
2460,415,1660195756474,55
2461,445,1660195756474,14
2462,480,1660195756474,77
2463,515,1660195756474,204
2464,555,1660195756474,241
2465,590,1660195756474,212
2466,630,1660195756474,139
2467,680,1660195756474,97
2470,415,1660195755857,56
2471,445,1660195755857,14
2472,480,1660195755857,78
2473,515,1660195755857,203
2474,555,1660195755857,241
2475,590,1660195755857,211
2476,630,1660195755857,138
2477,680,1660195755857,97
2480,415,1660195755241,55
2481,445,1660195755241,14
2482,480,1660195755241,77
2483,515,1660195755241,204
2484,555,1660195755241,241
2485,590,1660195755241,211
2486,630,1660195755241,139
2487,680,1660195755241,96
2490,415,1660195754621,55
2491,445,1660195754621,13
2492,480,1660195754621,78
2493,515,1660195754621,204
2494,555,1660195754621,242
2495,590,1660195754621,211
2496,630,1660195754621,139
2497,680,1660195754621,96
2500,415,1660195754599,55
2501,445,1660195754599,14
2502,480,1660195754599,78
2503,515,1660195754599,205
2504,555,1660195754599,242
2505,590,1660195754599,212
2506,630,1660195754599,140
2507,680,1660195754599,96
2510,415,1660195754553,56
2511,445,1660195754553,14
2512,480,1660195754553,77
2513,515,1660195754553,205
2514,555,1660195754553,242
2515,590,1660195754553,211
2516,630,1660195754553,139
2517,680,1660195754553,96
2520,415,1660195752771,55
2521,445,1660195752771,13
2522,480,1660195752771,78
2523,515,1660195752771,205
2524,555,1660195752771,243
2525,590,1660195752771,212
2526,630,1660195752771,139
2527,680,1660195752771,96
2530,415,1660195752153,929
2531,445,1660195752153,462
2532,480,1660195752153,986
2533,515,1660195752153,1254
2534,555,1660195752153,243
2535,590,1660195752153,212
2536,630,1660195752153,140
2537,680,1660195752153,96
2540,415,1660195751538,1974
2541,445,1660195751538,1001
2542,480,1660195751538,2075
2543,515,1660195751538,2511
2544,555,1660195751538,1944
2545,590,1660195751538,30383
2546,630,1660195751538,41833
2547,680,1660195751538,3484
2550,415,1660195750919,1968
2551,445,1660195750919,998
2552,480,1660195750919,2068
2553,515,1660195750919,2505
2554,555,1660195750919,1943
2555,590,1660195750919,30329
2556,630,1660195750919,41739
2557,680,1660195750919,3485
2560,415,1660195750301,1968
2561,445,1660195750301,997
2562,480,1660195750301,2067
2563,515,1660195750301,2504
2564,555,1660195750301,1944
2565,590,1660195750301,30327
2566,630,1660195750301,41741
2567,680,1660195750301,3485
2570,415,1660195749685,1973
2571,445,1660195749685,1000
2572,480,1660195749685,2074
2573,515,1660195749685,2512
2574,555,1660195749685,1943
2575,590,1660195749685,30337
2576,630,1660195749685,41750
2577,680,1660195749685,3486
2580,415,1660195749069,1974
2581,445,1660195749069,1000
2582,480,1660195749069,2073
2583,515,1660195749069,2514
2584,555,1660195749069,1942
2585,590,1660195749069,30329
2586,630,1660195749069,41736
2587,680,1660195749069,3484
2590,415,1660195748455,1968
2591,445,1660195748455,998
2592,480,1660195748455,2068
2593,515,1660195748455,2505
2594,555,1660195748455,1949
2595,590,1660195748455,30437
2596,630,1660195748455,41856
2597,680,1660195748455,3499
2600,415,1660195747998,1974
2601,445,1660195747998,1001
2602,480,1660195747998,2075
2603,515,1660195747998,2512
2604,555,1660195747998,1943
2605,590,1660195747998,30333
2606,630,1660195747998,41737
2607,680,1660195747998,3485
2610,415,1660195747922,1975
2611,445,1660195747922,1001
2612,480,1660195747922,2075
2613,515,1660195747922,2514
2614,555,1660195747922,1950
2615,590,1660195747922,30374
2616,630,1660195747922,41786
2617,680,1660195747922,3496
2620,415,1660195746597,1970
2621,445,1660195746597,998
2622,480,1660195746597,2069
2623,515,1660195746597,2505
2624,555,1660195746597,1942
2625,590,1660195746597,30336
2626,630,1660195746597,41738
2627,680,1660195746597,3485
2630,415,1660195745978,1974
2631,445,1660195745978,1000
2632,480,1660195745978,2075
2633,515,1660195745978,2513
2634,555,1660195745978,1942
2635,590,1660195745978,30328
2636,630,1660195745978,41803
2637,680,1660195745978,3484
2640,415,1660195745361,1975
2641,445,1660195745361,1001
2642,480,1660195745361,2075
2643,515,1660195745361,2511
2644,555,1660195745361,1944
2645,590,1660195745361,30335
2646,630,1660195745361,41737
2647,680,1660195745361,3485
2650,415,1660195744744,1975
2651,445,1660195744744,1000
2652,480,1660195744744,2075
2653,515,1660195744744,2512
2654,555,1660195744744,1944
2655,590,1660195744744,30338
2656,630,1660195744744,41740
2657,680,1660195744744,3484
2660,415,1660195744127,1975
2661,445,1660195744127,1001
2662,480,1660195744127,2075
2663,515,1660195744127,2514
2664,555,1660195744127,1945
2665,590,1660195744127,30372
2666,630,1660195744127,41830
2667,680,1660195744127,3487
